cores,TestSizePre,TestSizeMain,time write,goToStart write,lostTime write,time mixed,goToStart mixed,lostTime mixed,time check,goToStart check,lostTime check
8,40000,80000,3446,46,0.002278,11086,7,0.003791,7481,0,0
8,40000,80000,3480,47,0.001073,11340,9,0.004508,7361,0,0
8,40000,80000,3495,58,0.001141,11287,8,0.002652,7410,0,0
8,40000,80000,3693,47,0.002209,11523,11,0.006504,7483,0,0
8,40000,80000,3695,46,0.002417,11490,13,0.005206,7710,0,0
8,40000,80000,3467,55,0.002595,11012,11,0.005453,7295,0,0
8,40000,80000,3196,54,0.001331,11084,7,0.00363,7527,0,0
8,40000,80000,3454,65,0.001361,11163,7,0.003057,7473,0,0
8,40000,80000,3458,48,0.002813,11183,8,0.003901,7511,0,0
8,40000,80000,3542,50,0.002023,11654,8,0.003759,7578,0,0
8,40000,80000,3775,60,0.002884,11621,9,0.004256,7449,0,0
8,40000,80000,3728,40,0.00211,11625,8,0.004005,7526,0,0
8,40000,80000,3549,48,0.00154,11712,15,0.008076,7662,0,0
2,20000,40000,2506,5,3.5e-05,7531,2,0.000423,4932,0,0
2,20000,40000,2506,4,1.2e-05,7613,2,0.000387,4996,0,0
2,20000,40000,2495,2,3.6e-05,7539,1,0.000192,4947,0,0
2,20000,40000,2453,9,6.1e-05,7531,3,0.000463,4920,0,0
2,20000,40000,2473,2,1e-06,7507,0,0,4904,0,0
2,20000,40000,2524,6,7.2e-05,7614,2,0.000429,5009,0,0
2,20000,40000,2442,11,0.000208,7532,0,0,4940,0,0
2,20000,40000,2436,6,6.6e-05,7568,1,0.000113,4947,0,0
2,20000,40000,2443,9,4.8e-05,7530,3,0.000431,4940,0,0
2,20000,40000,2546,4,1e-05,7594,1,0.000124,4932,0,0
4,20000,40000,1384,14,0.000191,3848,4,0.000914,2492,0,0
4,20000,40000,1398,14,6.5e-05,3825,1,0.000235,2481,0,0
4,20000,40000,1387,19,0.000617,3843,6,0.000976,2465,0,0
4,20000,40000,1385,17,0.000262,3864,3,0.000276,2488,0,0
4,20000,40000,1361,10,0.000231,3841,5,0.000758,2472,0,0
4,20000,40000,1393,31,0.000952,3824,5,0.000851,2460,0,0
4,20000,40000,1371,18,0.000144,3819,1,0.000216,2471,0,0
4,20000,40000,1379,12,0.000328,3831,5,0.001078,2488,0,0
4,20000,40000,1390,22,0.000448,3860,4,0.000945,2508,0,0
4,20000,40000,1390,11,0.000222,3858,4,0.00079,2501,0,0
8,20000,40000,754,50,0.001407,2164,11,0.002109,1396,0,0
8,20000,40000,753,48,0.000881,2181,11,0.002004,1388,0,0
8,20000,40000,751,37,0.00061,2178,14,0.002973,1410,0,0
8,20000,40000,734,51,0.001159,2159,8,0.001635,1392,0,0
8,20000,40000,788,40,0.000734,2230,14,0.003008,1422,0,0
8,20000,40000,738,51,0.00118,2161,12,0.001951,1403,0,0
8,20000,40000,768,44,0.001117,2146,15,0.002956,1386,0,0
8,20000,40000,763,44,0.000981,2236,8,0.001538,1395,0,0
